SlNo,CabinetId,CabinetNumber,Status,BranchId,BranchName,BranchCity,BranchArea,BranchAddress,MerchantId,MerchantName,MerchantAddress
1137,2013,BC101911003848,false,1019,GS Automobiles, near park ascent hotel, sector -62 noida,NEW DELHI,DELHI,"Plot no.133, nanak pulia , main noida khora road, near park ascent hotel, sector -62 , noida 201309",307,GS Automobiles,"Plot no.133, nanak pulia , main noida khora road, near park ascent hotel, sector -62 , noida"
1138,2014,BC101911004237,false,6845,Movie Time Dahisar East,MUMBAI,MAHARASHTRA,"Movie Time Old Rajeshri Cinema Building, S V Road, Maratha Colony Road, Dahisar East, Mumbai, Maharashtra 400068, India, Mumbai",3964,Movie Time,"Jagdamba Commerical Complex, Opp. Kanchpada, Link road, Malad west, Mumbai-64"
1139,2015,BC101911004240,false,4781,The Fitness Club Bandh Road,NEW DELHI,DELHI,"Bandh Rd, Aya Nagar Phase 1, Aya Nagar, New Delhi, Delhi 110030, India",2405,The Fitness Club,"H501, Bandh Road, Ayanagar Delhi, Delhi NCR"
1140,2017,BC101911004848,true,1492,Cafe Coffee Day Oshiwara,MUMBAI,MAHARASHTRA,"Ground Flr, Meera Height, New link road, Mega Mall, Oshiwara,Mumbai,Maharashtra,400053",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1141,2019,BC101911004174,true,333,Trupthi Hotel Mudalapalya,BANGALORE,KARNATAKA,"Priyadarshini Layout, Nagarabhavi Main Rd, Huchappa Layout, Govindaraja Nagar Ward, Mudalapalya, Vijayanagar, Bengaluru, Karnataka 560040, India",16,Trupthi Hotel,"No. 159 Priyadarshini Layout, Nagarabhavi Main Road, Moodalapalya, Bangalore 560072"
1142,2020,BC101911004883,true,6751,Chennai Metro Shenoy Nagar,CHENNAI,TAMIL NADU,"Bharathi Puram, Shenoy Nagar, Chennai, Tamil Nadu 600030",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1143,2022,BC101911004972,true,7246,Hyderabad Metro Madhura Nagar,HYDERABAD,TELANGANA,"Hyderabad Metro Madhura Nagar",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
1144,2023,BC101911004179,false,6000,U Clean South Extension-1,NEW DELHI,DELHI,"N 26, South Extension, Block N, South Extension I, New Delhi, Delhi 110049",3126,U Clean,"Shop No. 13, Vasant Pride, Opp. Gokul Garden Thakur Complex, Kandivali East - 400101"
1145,2024,BC101911005101,false,719,Darleys Ice Cream Pathar Gatti,HYDERABAD,TELANGANA,"Yakutpura Rd, Purani Haveli, Pathar Gatti, Hyderabad, Telangana",135,Darleys Ice Cream,"Yakutpura Rd, Purani Haveli, Pathar Gatti, Hyderabad, Telangana"
1146,2025,BC101911002693,true,1305,Slam (Paulson Group) T. Nagar,CHENNAI,TAMIL NADU,"96, 2nd Floor, G.N. Chetty Road, Chennai, Tamil Nadu 600017",74,SLAM Lifestyle and Fitness Studio,"No. 69, Second floor ,Chamiers Road, Nandanam, Chennai - 18,  Nearby Adyar Gate, Union Bank Upstairs"
1147,2028,BC101911005978,false,4331,OSM Stays Girls PG H No. 885 Sector 15,NEW DELHI,DELHI,"H No. 885 Sector 15 Part 2, Gurgaon, 122001",2166,OSM Stays Girls PG,"Jangad Niwas 17A, Sec 15 Part -2, Gurgaon, 122001 Delhi NCR"
1148,2030,BC101911004036,false,603,Asha Multispeciality Hospital urban estate,NEW DELHI,DELHI,"C2, , Sector 40,opposite HUDA Market, Gurugram, Haryana 122001",128,Asha Multispeciality Hospital,"U14/1, , U Block, DLF Phase 3, NEAR PINK TOWN,Sector 24, Gurugram, Haryana, 12202, Gurugram, Haryana 122001"
1149,2032,BC101911004918,false,4006,VS Ventures (Ruckus Herkley) Ekkatuthangal,CHENNAI,TAMIL NADU,"30, 2nd Cross Street, Kalaimagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",1973,VS Ventures (Ruckus Herkley),"30, 2nd Cross Street, Kalaimagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032"
1150,2034,BC101911004069,false,992,Centre Point Pet Hospital Pvt. Ltd gurgaon,haryana,NEW DELHI,DELHI,"Shop No 79  Palam Vyapar Kendra  Palam Vihar Gurgaon",133,Centre Point Pet Hospital Pvt. Ltd.,"Sco-65,gf & basement,hudamarket,behind jalvayu tower,sector 56,gurgaon,122011"
1151,2036,BC101911006040,true,6777,Chennai Metro Parrys,CHENNAI,TAMIL NADU,"Esplanade Rd, Parrys, George Town, Chennai, Tamil Nadu 600104",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1152,2038,BC101911004040,true,6096,Little Goa Mundka,NEW DELHI,DELHI,"722/1/2, Ext. Laldora Village, near Durga Mandir, Swaran Park, Mundka, Delhi, 110041, India",3493,Little Goa,"Khasra No. 722/2/1, Extended Lal Dora Village"
1153,2042,BC101911004722,false,1494,Cafe Coffee Day Versova,MUMBAI,MAHARASHTRA,"Ground floor, shop no 1, 23A & 3b spring leaf chs, versova, Andheri West,400061",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1154,2044,BC101911005002,true,1508,Cafe Coffee Day Carters Road,MUMBAI,MAHARASHTRA,"Carters road, shop no. 14/15, gagangiri premises building, ground floor",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1155,2045,BC101911005496,true,1506,Cafe Coffee Day Shere Punjab Andheri East,MUMBAI,MAHARASHTRA,"shop No 3, kartar niwas, shere Punjab Andheri east,400093",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1156,2049,BC101911002862,false,3510,Aadharpayindia.com Kulesra,NEW DELHI,DELHI,"Shop No-03, Kulesra Pusta Road, Near Govt Primary School, Kulesra, Greater Noida, 201306",1670,Aadharpayindia.com,"Shop No-03, Kulesra Pusta Road, Near Govt Primary School, Kulesra, Greater Noida, 201306"
1157,2051,BC101911003891,false,3979,Rapid Tune Car Service Prem nagar,Sector 12,,NEW DELHI,DELHI,"Plot No. 105,Prem nagar,Sector 12,Near telephone exchange,122001 Delhi NCR",1947,Rapid Tune Car Service,"Plot No. 105,Prem nagar,Sector 12,Near telephone exchange,122001 Delhi NCR"
1158,2052,BC101911003813,false,6098,Rahul Communication KishanGarh,NEW DELHI,DELHI,"3, Ward no- 2, Gandhi Colony, Mehrauli, New Delhi, Delhi 110030, India",3495,Rahul Communication,"Ward No. 3, Nand Appartment Gf, Kishan Garh Delhi"
1159,2053,BC101911003062,false,4738,Sony Electronics Lakhanwali Road,NEW DELHI,DELHI,"Lakhanwali Road, Surajpur, Greater Noida, 201306 Delhi NCR",2413,Sony Electronics,"Lakhanwali Road, Surajpur, Greater Noida, 201306 Delhi NCR"
1160,2055,BC101911002676,true,7257,Isha Yoga Center Ishana Vihar Post,COIMBATORE,TAMIL NADU,"Velliangiri Foothills, Ishana Vihar, Post, Coimbatore, Tamil Nadu 641114",4190,Isha Yoga Center,"Vellangiri foothills, Ishana Vihar Post, Coimbatore 641114"
1161,2056,BC101911004993,false,6845,Movie Time Dahisar East,MUMBAI,MAHARASHTRA,"Movie Time Old Rajeshri Cinema Building, S V Road, Maratha Colony Road, Dahisar East, Mumbai, Maharashtra 400068, India, Mumbai",3964,Movie Time,"Jagdamba Commerical Complex, Opp. Kanchpada, Link road, Malad west, Mumbai-64"
1162,2057,BC101911006041,false,6788,PVR Cinemas PVR Naraina,NEW DELHI,DELHI,"Community Center, Industrial Area Phase I, Block B, Naraina Industrial Area Phase 1 110028",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
1163,2059,BC101911003850,true,5973,Om Sweets Hari Nagar,NEW DELHI,DELHI,"GL - 23, SHAHEED BHAGAT SINGH MARG, Jail Rd, Hari Nagar, New Delhi, Delhi 110064",2962,Om Sweets,"M3M, Cosmopolitan Mall Shop No. 1, Golf Course Extention Road, Sector 66 Gurgaon 122001"
1164,2060,BC101911002877,true,6754,Chennai Metro Thirumangalam,CHENNAI,TAMIL NADU,"36P2+4J Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1165,2061,BC101911004129,true,3608,Anas Tyre Zone Rajendra Nagar,NEW DELHI,DELHI,"Shop No. 3, Plot No. 6/82, Kartik Appt. Rajinder Nagar,, Sahibabad, Ghaziabad, Uttar Pradesh 201005",1713,Anas Tyre Zone,"Shop No 3 6/82 Sector 2 Rajender Nagar Sahibabad Ghaziabad 201005"
1166,2062,BC101911004909,false,4340,Mobile Hospital  Main Vikas Marg,NEW DELHI,DELHI,"59-A Main Vikas Marg Metro Pillar No 56 Delhi 110092",2179,Mobile Hospital,"59-A Main Vikas Marg Metro Pillar No 56 Delhi 110092 Delhi NCR"
1167,2065,BC101911005125,true,6326,D'Decor Store Gurugram,NEW DELHI,DELHI,"Near JMD Garden Sohna Road, Gurugram, 122018",3067,D'Decor Store,"Main Hazipur Market, Sector 104, Noida, 201301"
1168,2068,BC101911004866,false,2292,Sameer's Royal Hair Kabul Nagar,NEW DELHI,DELHI,"657, East Rohtas Nagar, Kabool Nagar, Shahdara, Delhi, 110032, India",872,Sameer's Royal Hair,"B-657 Kabul Nagar Main Shukar Bazaar Road Shahdara Delhi"
1169,2069,BC101911002413,false,1011,Breezeways Automotives, Mahaipalpur Extension,NEW DELHI,DELHI,"Khasra No-837, K-II Block, Mahaipalpur Extension 110037",299,Breezeways Automotives,"Khasra No-837, K-II Block, Mahaipalpur Extension"
1170,2072,BC101911004215,true,6302,Big Boss Salon Faridabad,NEW DELHI,DELHI,"SCF 5, GF, Huda Market, Sector 17, Faridabad, 121006",3632,Big Boss Salon,"SCF 5, GF, Huda Market, Sector 17, Faridabad, 121006"
1171,2073,BC101911004052,false,921,Cafe Coffee Day Star City Mall - Delhi,NEW DELHI,DELHI,"Gf - 33, Star City Mallmayur Place Dist Center110091",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1172,2082,BC101911005059,false,7226,Cafe Coffee Day HkB 002,MUMBAI,MAHARASHTRA,"cafe coffee day Haiko Mall, Hiranandani gardens Powai, HkB 002",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1173,2085,BC101911005994,false,5826,Intense Rigour C-1002, Sushant Lok -1,NEW DELHI,DELHI,"C-1002, Sushant Lok -1, Near Vypar Kendra Market, Gurgaon, 122001",3319,Intense Rigour,"C-1002, Sushant Lok -1, Near Vypar Kendra Market, Gurgaon, 122001"
1174,2087,BC101911004158,false,971,Zuri, N block market,NEW DELHI,DELHI,"Zuri ,N block market 110048",271,Zuri,"no.12 lower ground,n block market,gatter kallash part-1,new delhi."
1175,2088,BC101911003276,true,4584,PVR Kukatpally Telangana,HYDERABAD,TELANGANA,"4th Floor, Forum Sujana Mall, Plot No S-16, Survey No.1009, KPHB Phase 6, Opp Malaysian Township, Kukatpally, Hyderabad, Telangana 500072",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
1176,2092,BC101911004083,true,6457,DS Associates( tony and Guy) Perambur,CHENNAI,TAMIL NADU,"1st Main Rd, Jawahar Nagar, Melpatti Ponnapan Street,Perambur, Chennai, Tamil Nadu 600011",3237,DS Associates,"No1/172, 1st floor ECR, Palavakkam Chennai-600041"
1177,2096,BC101911004059,false,6172,Millennium Oyo Townhouse 290 Sector 51,NEW DELHI,DELHI,"Oyo Townhouse-290, Building No. l1, Opp. Ocus Quantum Tower Mayfield Garden, Sector 51, Gurgaon, Haryana 122413",3534,Millennium Oyo Townhouse 290,"Oyo Townhouse-290, Building No. l1, Opp. Ocus Quantum Tower Mayfield Garden, Sector 51, Gurgaon, Haryana 122413"
1178,2098,BC101911006223,false,5418,18kafe Nugambakkam,CHENNAI,TAMIL NADU,"366W+C3 Chennai, Tamil Nadu",3100,18kafe,"14, Jaganathan Rd, Ponnangipuram, Nungambakkam, Chennai, Tamil Nadu 600034"
1179,2099,BC101911006006,false,6318,Mystery Of Bar Sector 29,NEW DELHI,DELHI,"SCO-6&7, GF, Sector 29, Gurgaon, Haryana 122002",3646,Mystery Of Bar,"SCO-6&7, GF, Sector 29, Gurgaon, Haryana 122002"
1180,2100,BC101911004056,true,4001,Burger Point Rodioe Arcadia 2,NEW DELHI,DELHI,"EG 10/14, Rodeo Drive, Arcadia 2, Sector 49, Gurgaon",353,Burger Point,"sco num 247 Devaji Plaza Vip road Zirakpur"
1181,2101,BC101911005007,false,1278,Cuppa Redefined HSR Layout,BANGALORE,KARNATAKA,"#2734 16th cross, 27th main road, HSR layout, opposite NIFT College, 1st Sector, Main Gate, Bengaluru, Karnataka 560102",335,Cuppa Redefined,"2734, 16th Cross, HSR Layout, Near NIFT, Bengaluru, Karnataka - 560102"
1182,2102,BC101911005258,false,4950,Cafe Coffee Day Jessore Road-Kolkata,KOLKATA,WEST BENGAL,"4, Jessore Rd, Mahajati Nagar, Birati, Kolkata, West Bengal 700051 Kolkata",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1183,2106,BC101911003877,true,1359,Essensuals Kilpauk,CHENNAI,TAMIL NADU,"36HQ+J2 Chennai, Tamil Nadu",67,Essensuals By Tony and Guy,"No 36 K G Galaxy, First Floor, Above Fab India, Second Avenue, Chintamani, Anna Nagar East, Chennai - 600 102."
1184,2107,BC101911003870,false,6111,Sarvodaya Hospital Sector 19,NEW DELHI,DELHI,"Ymca Road, Sector 19, Faridabad, 121001",3505,Sarvodaya Hospital,"Ymca Road, Sector 19, Faridabad, 121001"
1185,2108,BC101911004131,true,4567,Bhushan Tyre Zone Dhani Market,NEW DELHI,DELHI,"Dhani Market, Wazirabad, Sector 52, 122001 Gurgaon Delhi NCR",2325,Bhushan Tyre Zone,"Dhani Market, Wazirabad, Sector 52, 122001 Gurgaon Delhi NCR"
1186,2110,BC101911003927,false,5037,Polka Cakes & Coffee Near Kotak Mahindra Bank,NEW DELHI,DELHI,"2-A, LIG Flats, Rajouri Garden, Near Kotak Mahindra Bank, Rajouri Garden, Delhi 110027 Delhi NCR",2676,Polka Cakes & Coffee,"2-A, LIG Flats, Rajouri Garden, Near Kotak Mahindra Bank, Rajouri Garden, Delhi 110027"
1187,2111,BC101911003878,false,6786,PVR Cinemas DLF Promenade Mall,NEW DELHI,DELHI,"2nd Floor DLF Promenade Mall Nelson Mandela Road, Vasant Kunj Marg, Vasant Kunj II, New Delhi, Delhi 110070",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
1188,2113,BC101911005060,false,3459,Mayur Pan House Minister Road,HYDERABAD,TELANGANA,"Bharani Complex,, Minister Road, Secunderabad, Hyderabad-500003",174,Mayur Pan House,"Opposite Brand Factory, Near MinervaHimayat Nagar, AP State Housing Board, Himayatnagar, Hyderabad, Telangana"
1189,2115,BC101911003231,true,5015,Mobile Store Near Oriental Bank,NEW DELHI,DELHI,"Lovekush Market, Main Dadri Road, Near Oriental Bank, Bhangel, Noida, 201305 Delhi NCR",2368,Mobile Store,"Shop No3, Naseem Apartment, Rashid Compound ,Kausa Mumbra Mumbai"
1190,2116,BC101911004411,false,1125,Darleys Ice Cream Shalibanda,HYDERABAD,TELANGANA,"23-6-993, Asha Talkies Road Main Road, Near H.p Petrol Pump, Shalibanda, Hyderabad 500065",135,Darleys Ice Cream,"Yakutpura Rd, Purani Haveli, Pathar Gatti, Hyderabad, Telangana"
1191,2120,BC101911004125,true,6741,Chennai Metro Alandur,CHENNAI,TAMIL NADU,"Jawaharlal Nehru Rd,Vinayagapuram, Arumbakkam, Chennai, Tamil Nadu 600106",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1192,2123,BC101911004763,true,4684,Oorza Spa JMD Galleria Mall,NEW DELHI,DELHI,"06,07, JMD Galleria Mall, Sohna Road Gurgaon 122001 Delhi NCR",2399,Oorza Spa,"06,07, JMD Galleria Mall, Sohna Road Gurgaon 122001 Delhi NCR"
1193,2125,BC101911004449,true,6755,Chennai Metro Koyambedu,CHENNAI,TAMIL NADU,"Koyambedu, Chennai, Tamil Nadu 600107",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1194,2127,BC101911002823,true,5978,U Clean (White Tiger) Shanti Arcade,NEW DELHI,DELHI,"Plot no 19,Shanti Arcade,Sec 4 Vaishali,Ghaziabad UP - 201010",3126,U Clean,"Shop No. 13, Vasant Pride, Opp. Gokul Garden Thakur Complex, Kandivali East - 400101"
1195,2130,BC101911004989,true,5208,Singh Enterprises Pvt Ltd Sadar Bazar,NEW DELHI,DELHI,"2, Basantra Line, Sadar Bazaar, Delhi Cantonment, Delhi, 110010, India",2832,Singh Enterprises Pvt Ltd,"BA/4A, Janak Puri, New Delhi 110058 Delhi NCR"
1196,2131,BC101911005205,true,5175,Qutab Auto Pvt Ltd Near Petrol Pump,NEW DELHI,DELHI,"Sector 7 & 9 Chowk, Near Petrol Pump, Surya Vihar, Gurgaon-122001 Delhi NCR",746,Qutab Auto Pvt Ltd,"Unitech Cyber Park Road, Sec 46, Jharsa Village, Sector 39, Gurugram, Haryana"
1197,2135,BC101911005130,false,6146,Royal Bengal Tiger Cafe Tollygunje,KOLKATA,WEST BENGAL,"Module Shanti 91, Golf Club Rd, Rajendra Prasad Colony, Tollygunge, Kolkata, West Bengal 700033, India",3549,Royal Bengal Tiger Cafe,"Module Shanti 91, Golf Club Rd, Rajendra Prasad Colony, Tollygunge, West Bengal,Kolkata-700033"
1198,2136,BC101911002176,false,4685,Gourmet Bazar Gourmet Bazaar,NEW DELHI,DELHI,"Gourmet Bazaar, Inside Oreo Grand Arch, Near Club House, Sector 58, Gurgaon, 122001 Delhi NCR",2400,Gourmet Bazar,"Gourmet Bazaar, Inside Oreo Grand Arch, Near Club House, Sector 58, Gurgaon, 122001 Delhi NCR"
1199,2138,BC101911002010,false,2646,Vinayak Inn Gopalapuram,COIMBATORE,TAMIL NADU,"hotel vinayak inn. Near Railway Station, Gopalapuram, Coimbatore 641008",1100,Vinayak Inn,"hotel vinayak inn. Near Railway Station, Gopalapuram, Coimbatore"
1200,2139,BC101911005099,false,6850,Movie Time Bandra West,MUMBAI,MAHARASHTRA,"205 & 206, Junction of S.V. Road and Linking Road, behind SHOPPERS STOP, Bandra West, Mumbai, Maharashtra 400050",3964,Movie Time,"Jagdamba Commerical Complex, Opp. Kanchpada, Link road, Malad west, Mumbai-64"
1201,2143,BC101911006266,true,6773,Chennai Metro Nandanam,CHENNAI,TAMIL NADU,"Rathna Nagar, Nandanam, Chennai, Tamil Nadu 600035, India",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1202,2144,BC101911002245,false,974,IBMR, Near Hero Honda Chowk,NEW DELHI,DELHI,"D-7 Infocity- 2, Sec-33,near Hero Honda Chowk,gurgaon,122001",272,IBMR(Institute of Business Management & Research),"D-7 INFOCITY-2 SECTOR-33 NEAR HERO HOUNDA CHOWK GURGAON HARIYANA"
1203,2146,BC101911006218,false,3380,Health Studio Supplements Shyam Park Extension,NEW DELHI,DELHI,"Shop No 8 D-57 Shyam park extension Sahibabad Ghaziabad 201005",1603,Health Studio Supplements,"Shop No 8 D-57 Shyam park extension Sahibabad Ghaziabad 201005"
1204,2147,BC101911003323,false,4970,Royal Communication  GT Road Ghanta Ghar,NEW DELHI,DELHI,"Shop No, 262, GT Road, Ghantaghar, Naya Ganj, Ghaziabad, Uttar Pradesh 201001, India",2644,Royal Communication,"22/251, GT Road Ghanta Ghar, Near Church, Ghaziabad 201001 Delhi NCR"
1205,2149,BC101911002303,false,6574,Posh the Gym Sector 10A,NEW DELHI,DELHI,"Sco 81,82,above Sbi Bank,sector 10a,gurgaon,122001",3836,Posh the Gym,"Sco 81,82,above Sbi Bank,sector 10a,gurgaon,122001"
1206,2151,BC101911001945,false,598,The Signature Hospital Gurugram,NEW DELHI,DELHI,"Near Euro International School,near sector 10, Sector 37D, Gurugram, Haryana 122006",124,The Signature Hospital,"Near Euro International School,near sector 10, Sector 37D, Gurugram, Haryana 122006"
1207,2152,BC101911002795,true,5767,Heaven Day Spa MGF Metropolis Mall,NEW DELHI,DELHI,"Shop No 14, 2nd Floor, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, Gurugram, Haryana 122002",3270,Heaven Day Spa,"Shop No.14, 2nd Floor, MGF Metropolis Mall, Sector 28, MG Road, Gurgaon 122002"
1208,2153,BC101911005683,false,6675,Rohit Cement Agency Near Reliance Tower,NEW DELHI,DELHI,"Rohit Cement Agency Opp Duplex, Near Reliance Tower, Gejha, Sector 93, Noida, 201305 Delhi NCR",3879,Rohit Cement Agency,"Opp Duplex, Near Reliance Tower, Gejha, Sector 93, Noida, 201305 Delhi NCR"
1209,2155,BC101911006162,false,5526,Nandini Enterprises  Jaipuria Sunrise Greens,NEW DELHI,DELHI,"Shop No. Sc 201 GF Jaipuria Sunrise Greens Ahinsa Khand Indirapuram Ghaziabad 201014",2395,Nandini Enterprises,"B-58 Shyam Park, Extension Sahibabad, Ghaziabad- 201005 Delhi NCR"
1210,2156,BC101911001947,false,4321,OSM Stays Boys PG Utswarga H No. 888,NEW DELHI,DELHI,"Utswarga H No. 888 Sector 14, Gurgaon, 122001 Delhi NCR",2164,OSM Stays Boys PG,"Plot No. 37, Rishi House, Near Radhe Krishna Temple, Kirtinagar, Sec 15 Part -1, Gurgaon, 122001 Delhi NCR"
1211,2159,BC101911001329,false,7129,Hyderabad Metro New Market,HYDERABAD,TELANGANA,"L&T Metro Station New Market",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
1212,2161,BC101911002005,true,1302,Shambhoo Chai Point Kandivali west,MUMBAI,MAHARASHTRA,"shop no.11, safalya bldng, satya nagar road, mahavir nagar road, kandivali west,400066",340,Shambhoo Chai Point,"shop no.11, safalya bldng, satya nagar road, mahavir nagar road, kandivali west"
1213,2164,BC101911002106,true,6738,Chennai Metro Meenambakkam,CHENNAI,TAMIL NADU,"X5QG+3J Meenambakkam, Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1214,2166,BC101911001906,true,546,Jonahs Royapettah,CHENNAI,TAMIL NADU,"3757+FQ Chennai, Tamil Nadu",75,Jonahs,"Shop No F12, First Floor, VR Mall Chennai, Jawaharlal Nehru Road, Anna Nagar West, Chennai - 40"
1215,2167,BC101911003100,true,5539,Cafe Coffee Day City Pride,PUNE,MAHARASHTRA,"City Pride Multiplex, Market Yard, Satara Road Pune, 411037",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1216,2170,BC101911003368,false,2173,Rv Homes Plot No. 1567, Rr Near Mahindra Automobile,NEW DELHI,DELHI,"Plot No. 1567a,rv Homes,near Rr Mahindra Automobile Sec 52,wazirabad",771,Rv Homes,"Plot No.  1582,sargopi Residency,opp Rr Mahindra Automobile,sec-52,wazirabad"
1217,2173,BC101911002357,true,3009,Cafe Coffee Day Sector 16 D,CHANDIGARH,PUNJAB,"Sco No. 38 P, Sector 16 D , Chandigarh, Punjab - 160016",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
1218,2174,BC101911002258,false,6288,Professional Zone Nehru Nagar,NEW DELHI,DELHI,"Shop No 3, 3rd F-9 Nehru Nagar Ghaziabad 201001",3620,Professional Zone,"Shop No 3, 3rd F-9 Nehru Nagar Ghaziabad 201001"
1219,2175,BC101911002348,true,7061,Regional Group of Institutions Near Honda Chowk Gurgaon,NEW DELHI,DELHI,"Pace City 1 Opp Rose Land Public School Near Honda Chowk Gurgaon 122001",4105,Regional Group of Institutions,"Pace City 1 Opp Rose Land Public School Near Honda Chowk Gurgaon 122001"
1220,2176,BC101911002354,false,4462,Vijay Jan Seva Kendra Greater Noida,NEW DELHI,DELHI,"Baba Mohan Ram Mandir, Kulesra, Greater Noida, 201306 Delhi NCR",2254,Vijay Jan Seva Kendra,"Baba Mohan Ram Mandir, Kulesra, Greater Noida, 201306 Delhi NCR"
1221,2177,BC101911000409,true,6353,Friends Car Care Vasundhara,NEW DELHI,DELHI,"Plot No 1352 Sector 5 Vasundhra Ghaziabad 201012",3661,Friends Car Care,"Plot No 1352 Sector 5 Vasundhra Ghaziabad 201012"
1222,2179,BC101911006396,true,6797,PVR Cinemas PVR VVIP Ghaziabad,NEW DELHI,DELHI,"2nd Floor, PVR Cinemas, 3 Screen, NH-58, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201001",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
1223,2180,BC101911006294,false,692,Dimmy Pan Palace Secunderabad,HYDERABAD,TELANGANA,"1-8-57, PG Road, Jawahar Nagar Colony, Jogani, Ramgopalpet, Secunderabad, Telangana 500003",168,Dimmy Pan Palace,"1-8-57, PG Road, Jawahar Nagar Colony, Jogani, Ramgopalpet, Secunderabad, Telangana 500003"
1224,2183,BC101911002192,false,7198,Hyderabad Metro Kukatpally,HYDERABAD,TELANGANA,"Balaji Nagar, Kukatpally Hyderabad, Telangana 500072",4142,Hyderabad Metro,"Hyderabad Metro Rail Depot, Uppal Main Road, Uppal, Hyderabad - 500039"
1225,2184,BC101911005355,true,6738,Chennai Metro Meenambakkam,CHENNAI,TAMIL NADU,"X5QG+3J Meenambakkam, Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1226,2188,BC101911005437,true,5454,Armour Fitness Yelahanka New Town,BANGALORE,KARNATAKA,"# no.93 sai complex 1st main road yelahanka new town, Bengaluru 560064",3031,Armour fitness,"# no.93 sai complex 1st main road yelahanka new town, Bengaluru"
1227,2189,BC101911006309,false,6792,PVR Cinemas DT Cinema Shalimar Bagh,NEW DELHI,DELHI,"Shaheed Udham Singh Marg Shalimar Bagh DLF City Centre Mall, 4th floor, Block AO, A-Block, Shalimar Bagh, Delhi, 110088, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
1228,2192,BC101911006268,false,2121,Delhi Electronics Good Earth City Centre,NEW DELHI,DELHI,"Shop No. 8,Good Earth City Centre,Sector 50,gurgaon",747,Delhi Electronics,"Sg 54, Galleria Market, Fountain Facing, Dlf Phase Iv, Gurugram"
1229,2193,BC101911006297,true,6745,Chennai Metro Thousand Lights,CHENNAI,TAMIL NADU,"Thousand Lights East, Thousand Lights, Chennai, Tamil Nadu 600006",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
1230,2194,BC101911002205,true,6785,PVR Cinemas PVR Mahagun-Kaushambi,NEW DELHI,DELHI,"Mahagun Metro Mall VC3, Sector 3, Vaishali, Ghaziabad, Uttar Pradesh 201010",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
