SlNo,CabinetId,CabinetNumber,Status,BranchId,BranchName,BranchCity,BranchArea,BranchAddress,MerchantId,MerchantName,MerchantAddress
6913,6914,BC101911008057,false,,,,,,,,
6914,6915,BC101911008974,false,,,,,,,,
6915,6916,BC101911001194,false,,,,,,,,
6916,6917,BC101911008660,false,4582,Koffeure Lounge & Salon Near Kapoorthala,LUCKNOW,UTTAR PRADESH,"295, Chandralok Colony, Aliganj, Lucknow, Uttar Pradesh 226024",2342,Koffeure Lounge & Salons,"295 First Floor Chandralok Sector E"
6917,6918,BC101911008672,false,1778,Tadkeshwar Mobile Opposite Laziz Hotel,JAIPUR,RAJASTHAN,"4, New Sanganer Rd, Ganesh Nagar, Ramnagar, Jaipur, Rajasthan 302019, India",538,Tadkeshwar Mobile,"Shop no-3,4, opp . Lazzez Resturant , New Sanganer Road , Jaipur,"
6918,6919,BC101911008350,false,1793,Discount Master Near Apex Circle,JAIPUR,RAJASTHAN,"Apex Cir, Malviya Nagar, Jaipur, Rajasthan 302017, India",532,Discount Master,"Near Kiran Palace Hotel,Chankya Resutent kai samne, chitrkoot Road , vaishali nagar, jaipur"
6919,6920,BC101911008041,false,3349,Shades Skin & Hair Care Pratap Nagar,JAIPUR,RAJASTHAN,"86/128 A, Pratap Nagar , Kumbha Marg, near Sharma Sweets, Kailash Building,",1358,Shades Skin & Hair Care,"586, Lane No. 11, Uday Marg, Rajapark  Jaipur, 302004"
6920,6921,BC101911007621,false,4840,Cafe Shafe Hanumant Tower,JAIPUR,RAJASTHAN,"G-3, Hanumant Tower, Central Spine, Vidhyadhar Nagar, Jaipur",2526,Cafe Shafe,"G-3, Hanuman Tower, Vidhyadhar Nagar, Jaipur"
6921,6922,BC101911007637,true,6952,Embellish Beauty Hut zirakpur,CHANDIGARH,PUNJAB,"Sco-3 peer muchalla zirakpur",449,Embellish Beauty Hut,"sco 3, main market, near barrier peer muchalla"
6922,6923,BC101911007656,false,,,,,,,,
6923,6924,BC101911008667,false,,,,,,,,
6924,6925,BC101911008657,false,3359,Shades Skin & Hair Care Jagatpura,JAIPUR,RAJASTHAN,"Mahal Road, No. 1A, A Extension, Near Tata Motors, Purushath Nagar, Jagatpura, Jaipur",1358,Shades Skin & Hair Care,"586, Lane No. 11, Uday Marg, Rajapark  Jaipur, 302004"
6925,6926,BC101911010254,false,3063,Shades Skin & Hair Care Swej Farm,JAIPUR,RAJASTHAN,"Shop No. UG 12& 13, Okay Plus Mall, New Sanganer Rd, opp. Big Bazar, Radha Vihar, Shiva Colony, Govindpuri, Jaipur, Rajasthan 302019",1358,Shades Skin & Hair Care,"586, Lane No. 11, Uday Marg, Rajapark  Jaipur, 302004"
6926,6927,BC101911008046,false,,,,,,,,
6927,6928,BC101911007436,false,2979,Healthline Medicare Shipra Path,JAIPUR,RAJASTHAN,"Opp Hsg Hospital, Vt Road, Shipra Path, Mansarovar, 302020",1348,Healthline Medicare,"Sec 8, Govt Dispensary, Patel Marg , Mansarovar, 302020"
6928,6929,BC101911009386,false,5606,World Wide Bakery Aliganj,LUCKNOW,UTTAR PRADESH,"Plot no. A-1-10 sector B Near Nehru Bal Vatika, Aliganj, Lucknow, Uttar Pradesh 226024, India",3134,World Wide Bakery,"Plot no. A-1-10 sector B Near Nehru Bal Vatika, Aliganj"
6929,6930,BC101911007121,true,5923,MG Motors Chinhat,LUCKNOW,UTTAR PRADESH,"Milestone, No 111, Faizabad Rd, Chinhat, Lucknow, Uttar Pradesh 227105",3381,MG Motors,"IIITH Milestone Groundfloor Faizabad Road Chinhat"
6930,6931,BC101911010291,false,,,,,,,,
6931,6932,BC101911010249,false,3058,Naman Enterprises Sitapura Industrial Area,JAIPUR,RAJASTHAN,"H-284, Sitapura Industrial Area, Jaipur - 302022, Near Chatrala Circle",1382,Naman Enterprises,"H-1-284 Sitapura industrial area, Jaipur"
6932,6933,BC101911007634,false,2758,Bagra Tyres Pvt. Ltd. Devi Nagar,JAIPUR,RAJASTHAN,"Plot No 4, Devi Nagar Mode, New Sanganer Road, Sodala, Jaipur - 302019",1166,Bagra Tyres Pvt. Ltd.,"4, Devi Nagar, New Sanganer Road , Sodal  Jaipur"
6933,6934,BC101911009538,false,,,,,,,,
6934,6935,BC101911007766,false,5932,Joy Spa Prime Plaza,LUCKNOW,UTTAR PRADESH,"Joy Spa Prime Plaza, Sitapur Road, Indira Nagar Lucknow, Lucknow - 226016, Munshi Pulia Chauraha",3380,Joy Spa,"2nd Floor Prime Plaza Mushipuliya Indiranagar Lucknow"
6935,6936,BC101911007769,false,,,,,,,,
6936,6937,BC101911006959,false,2746,Lalli Bakers Sodal,JAIPUR,RAJASTHAN,"Shop No. Near Lazeez Restaurant, 1/1, New Sanganer Rd, Shiv Puri Colony, Sodala, Jaipur, Rajasthan 302019",1156,Lalli Bakers,"Shop No-1,shiv puri Colony, Opp Laziz Resturant, Metro Piller No.110, New Sanganer Road, Sodal ,jaipur"
6937,6938,BC101911009604,false,5560,Apple Pie Cafe & Shakes Malviya Nagar,JAIPUR,RAJASTHAN,"C2 Plaza, Apex Cir, Malviya Nagar Industrial Area, Malviya Nagar, Jaipur, Rajasthan 302017",3110,Apple Pie Cafe & Shakes,"Lg - 9 C - 2 Plaza, Near Apex Circle, Malviya Nagar"
6938,6939,BC101911007753,false,1772,Discount Master Vaishali Nagar,JAIPUR,RAJASTHAN,"Near Kiran Palace Hotel,Chankya Resutent kai samne, chitrkoot Road , vaishali nagar, jaipur",532,Discount Master,"Near Kiran Palace Hotel,Chankya Resutent kai samne, chitrkoot Road , vaishali nagar, jaipur"
6939,6940,BC101911009459,false,,,,,,,,
6940,6941,BC101911009387,false,4299,Hotel Abhiraj Palace Kalwad Scheme,JAIPUR,RAJASTHAN,"Plot No. B-49, Kalwad Scheme, Railway Station, Jaipur Junction, Jaipur, Rajasthan 302001",2127,Hotel Abhiraj Palace,"Plot No. B 49, Kalesh Scheme, Near Ajmer Pulia, Jaipur 302001 Jaipur"
6941,6942,BC101911009014,false,,,,,,,,
6942,6943,BC101911007546,false,,,,,,,,
6943,6944,BC101911006960,true,4441,Aagman Fitness Gym Chitrakoot,JAIPUR,RAJASTHAN,"C-30, Sector 9, Chitrakoot Jaipur",379,Aagman Fitness GYM,"Aagman Fitness Gym, C9/30, Opp- Sec 06,  Near SBBJ Bank , Chitrakoot Vaishali Nagar Jaipur"
6944,6945,BC101911007607,false,6894,Radisson Lucknow City Center Husainganj Kaiserbagh,LUCKNOW,UTTAR PRADESH,"24 Cantonment Road, Kaiserbagh Officer's Colony 226001",3133,Radisson Lucknow City Center,"24 Cantonment Road, Kaiserbagh Officer's Colony"
6945,6946,BC101911007142,false,,,,,,,,
6946,6947,BC101911006746,false,4614,Maya Electronics Tagore Nagar,JAIPUR,RAJASTHAN,"Shop No. 9, Shalimar Bagh Colony, Tagore Nagar, Jaipur",2355,Maya Electronics,"Shop No. 9, Shalimar Bagh Colony, Tagore Nagar, Jaipur"
6947,6948,BC101911006741,false,6391,Xplor Zirakpur,CHANDIGARH,PUNJAB,"Shop No. 19, LGF, Block A, Chandigarh City Center, VIP Road Near Metro Cash n’ Carry, Zirakpur, Punjab 140603, India",3695,Xplor,"Shop Num 1 Block A LGF CCC Vip road Zirakpur"
6948,6949,BC101911007150,true,2973,Six Sense Unisex Saloon Zirakpur,CHANDIGARH,PUNJAB,"Sco 77 Ambala chandigarh national highway near GS Memorial school Zirakpur",1344,Six Sense Unisex Saloon,"Sco 77 Ambala chandigarh national highway near GS Memorial school Zirakpur"
6949,6950,BC101911007049,false,3961,GVD Soni's Cafe JDA Shopping Center,JAIPUR,RAJASTHAN,"Shop No.2, Shopping Centre, Mahesh Marg, Kalyan Colony, D-Block, Malviya Nagar, Jaipur, Rajasthan 302017",1937,GVD Soni's Cafe,"Shop No. 2, JDA Shopping Center, Malviya Nagar Jaipur"
6950,6951,BC101911007138,false,5287,Sign In Cafe Near BSNL Office,LUCKNOW,UTTAR PRADESH,"B-35 226024, Sector H, Aliganj, Lucknow, Uttar Pradesh 226024",2902,Sign In Cafe,"B-35 226024, Sector H, Aliganj, Lucknow, Uttar Pradesh"
6951,6952,BC101911009616,false,3588,Modern Cut Derabassi,CHANDIGARH,PUNJAB,"Shop no3,street no1,shakti nagar,college road, Derabassi Chandigarh",1760,Modern Cut,"Shop no3,street no1,shakti nagar,college road, Derabassi Chandigarh"
6952,6953,BC101911007071,true,,,,,,,,
6953,6954,BC101911009565,true,3583,Global Networks Sidhu Complex,CHANDIGARH,PUNJAB,"Lohgarh, Zirakpur, Punjab 140603, India",1755,Global Networks,"Sco 4 Sidhu Complex Near Skynet Conpkex Lohgarh Zirakpur 140603 Chandigarh"
6954,6955,BC101911007056,false,2611,Hd Cafe Unisex Salon Zirakpur,CHANDIGARH,PUNJAB,"Shop No. 41, G.F, Jaipuriya Sunrise, Vip Road, zirakpur - 140603, Near Jaipuria Sunrise Plaza",1067,Hd Cafe Unisex Salon,"Shop no41 jaipuriya sunrise plaza vip road zirakpur"
6955,6956,BC101911009578,false,3918,SST Cakes & Bakes Madhyam Marg,JAIPUR,RAJASTHAN,"22/1, Madhyam Marg, Sector II, Swarna Path, Shukalpura, Mansarovar, Jaipur, Rajasthan 302020, India",1917,SST Cakes & Cookies,"70, Shiv Shakti Nagar, Kings Road, Nirman Nagar Jaipur"
6956,6957,BC101911007884,false,5558,Funday Burger & Pizza Bhankrota,JAIPUR,RAJASTHAN,"Shop. No. 36, Near Dulet Hospital, Bhankrota 302026, India",3108,Funday Burger & Pizza,"Shop. No. 36, Near Dulet Hospital, Bhankrota"
6957,6958,BC101911009382,false,3919,SST Confectionary Barkat Nagar,JAIPUR,RAJASTHAN,"Shop No, 26, Barkat Nagar Rd, Near Jangad Bhawan, Main Adarsh Market, Barkat Nagar, Tonk Phatak, Jaipur, Rajasthan 302015",1917,SST Cakes & Cookies,"70, Shiv Shakti Nagar, Kings Road, Nirman Nagar Jaipur"
6958,6959,BC101911009568,false,,,,,,,,
6959,6960,BC101911007597,false,3957,Fancy Dry Cleaners Nalanda Vihar,JAIPUR,RAJASTHAN,"Nalanda Vihar, Durgapura, Jaipur, Rajasthan 302018, India",1934,Fancy Dry Cleaners,"99, nalanda vihar, gayatri nagar B, durgapura"
6960,6961,BC101911007144,false,3922,Fruit Punch & Food Chitrakoot Stadium,JAIPUR,RAJASTHAN,"C-16, Chitrakoot Stadium, Vaishali Nagar, Jaipur",1920,Fruit Punch & Food,"2/187, Sfs Shopping Centre, Sfs Mansarovar Jaipur"
6961,6962,BC101911008904,false,5472,Southinn Restaurant HSR Sector 7,BANGALORE,KARNATAKA,"#1158 5th main 20 th cross 7th sector HSR layout, Bengaluru 560102",3048,Southinn Restaurant,"#1158 5th main 20 th cross 7th sector HSR layout, Bengaluru"
6962,6963,BC101911007868,true,6993,PVR Cinemas Goregaon West,MUMBAI,MAHARASHTRA,"S.V.Road,Nr.Goregaon Police Station Goregaon (W, Kumud Nagar, Goregaon West, Mumbai, Maharashtra 400062, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
6963,6964,BC101911007051,false,,,,,,,,
6964,6965,BC101911007847,false,3915,Tea Connect Cafe Lal Bahadur Nagar,JAIPUR,RAJASTHAN,"Shop Number-B16, Girdhar Marg, Lal Bahadur Nagar, Malviya Nagar, Jaipur - 302017, Near Genpact",1916,Tea Connect Cafe,"70/6, Patel Marg, Near Mansarovar Plaza Jaipur"
6965,6966,BC101911009631,true,5280,Nukkar Dhaba Sector 22 C,CHANDIGARH,PUNJAB,"SCO 2459 A, Sector 22 C, Near Sector 22, Chandigarh",2010,Nukkar Dhaba,"Bay Shop No. 403 Sector 32D chandigarh 160032 Chandigarh"
6966,6967,BC101911008964,false,6927,The Food Harbor Vip Road,CHANDIGARH,PUNJAB,"The Food Harbor shop no 3 cabin no 8 Near Mona green opp Vishal mega mart Vip road Zirakpur",4007,The Food Harbor,"shop no 3 cabin no 8 Near Mona green opp Vishal mega mart Vip road Zirakpur"
6967,6968,BC101911008939,false,5285,Paridhaan Sector 21 C,CHANDIGARH,PUNJAB,"Sco 842, Sector-21 C Chandigarh",1065,Paridhaan,"Scf-g10,hollywood plaza vip road zirakpur"
6968,6969,BC101911008976,false,4603,Day Night Gym Ajmer Road,JAIPUR,RAJASTHAN,"146, Marudhar Nagar, Heera Nagar, Dcm, Ajmer Road, Jaipur",2345,Day Night Gym,"146, Marudhar Nagar, Heera Nagar, Dcm, Ajmer Road, Jaipur"
6969,6970,BC101911003548,false,,,,,,,,
6970,6971,BC101911008475,false,1319,Preet Graphics Panchkula,CHANDIGARH,PUNJAB,"Sco No 288, First Floor, Main Market, Panchkula Sector 20, Panchkula - 134116, Near Bank Of India",360,Preet Graphics,"#sco 288, 1st floor sector 20, panchkula"
6971,6972,BC101911008479,false,,,,,,,,
6972,6973,BC101911008476,false,2984,Vijay Rugs & Furniture Taru Chaya Nagar,JAIPUR,RAJASTHAN,"Plot No- C-5, Taru Chaya Nagar, Near Morani Motors, Main Tonk Road, Jaipur- 302015",1161,Vijay Rugs & Furniture,"Plot No 5B, 5C Scheme No 15A, Chaudhary Charan Singh Colony, Tonk Road, Jaipur - 302015"
6973,6974,BC101911009013,false,,,,,,,,
6974,6975,BC101911008569,false,,,,,,,,
6975,6976,BC101911009029,false,3064,Shades Skin & Hair Care V T Road,JAIPUR,RAJASTHAN,"Shop No. 5, V T Road, Madhyam Marg, Mansarover, 302020",1358,Shades Skin & Hair Care,"586, Lane No. 11, Uday Marg, Rajapark  Jaipur, 302004"
6976,6977,BC101911008493,false,4582,Koffeure Lounge & Salon Near Kapoorthala,LUCKNOW,UTTAR PRADESH,"295, Chandralok Colony, Aliganj, Lucknow, Uttar Pradesh 226024",2342,Koffeure Lounge & Salons,"295 First Floor Chandralok Sector E"
6977,6978,BC101911008485,false,4821,Metropolitan Club Near Sahara Hospital,LUCKNOW,UTTAR PRADESH,"https://www.google.com/maps/place/Metropolitan+Club/@26.8550068,81.0243815,17z/data=!3m1!4b1!4m5!3m4!1s0x399be2b70801afeb:0xba41aa90a5a014b2!8m2!3d26.855002!4d81.0265702",2511,Metropolitan Club,"CP-134 Viraj Khand Gomti Nagar"
6978,6979,BC101911007556,false,,,,,,,,
6979,6980,BC101911003554,false,1773,Mahaveer Rabri Bhandar Tonk Road,JAIPUR,RAJASTHAN,"Gopalpura Brize, Tonk Rd, near Malviya urban Co. Bank, Vasundhara Colony, Jaipur, Rajasthan 302018",533,Mahaveer Rabri Bhandar,"Tonk Road, jaipur"
6980,6981,BC101911007646,false,2752,Vijay Rugs & Furniture Brahampuri,JAIPUR,RAJASTHAN,"229, Santosh Sagar Colony, Krishna Nagar, Brahampuri, Brahampuri Marg, Janta Market, Jaipur - 302002",1161,Vijay Rugs & Furniture,"Plot No 5B, 5C Scheme No 15A, Chaudhary Charan Singh Colony, Tonk Road, Jaipur - 302015"
6981,6982,BC101911009006,false,,,,,,,,
6982,6983,BC101911008703,false,1776,The Darzi Studio Allah Bakhsh Building,JAIPUR,RAJASTHAN,"House No 101 Allah Baksh Building, Main Mi Road, M I Road, Jaipur - 302001",536,The Darzi Studio,"House no-101, Allh Buksh Building, M I Road , Jaipur"
6983,6984,BC101911003591,true,1798,Mahaveer Rabri Bhandar JLN Marg,JAIPUR,RAJASTHAN,"Jaipur Heritage -H-14to17, S L Marg, JLN Marg , opp. Jenpact , jaipur",533,Mahaveer Rabri Bhandar,"Tonk Road, jaipur"
6984,6985,BC101911003555,false,3357,Spandan Hair & Beauty Raja Park,JAIPUR,RAJASTHAN,"4, 117, Ram Gali Number 4, Raja Park, Jaipur, Rajasthan 302004, India",1581,Spandan Hair & Beauty,"b,72. DD Tower , Bapu Nagar, Near janta Store, Jaipur"
6985,6986,BC101911008044,true,,,,,,,,
6986,6987,BC101911008532,true,1792,Discount Master Tonk Road,JAIPUR,RAJASTHAN,"Gatte Wale Baba Ji Bus Stand, Sayyad ka Gatta, Tonk Rd, Jawahar Nagar, Bajaj Nagar, Jaipur, Rajasthan 302015, India",532,Discount Master,"Near Kiran Palace Hotel,Chankya Resutent kai samne, chitrkoot Road , vaishali nagar, jaipur"
6987,6988,BC101911008536,true,4298,Hotel Allwin International Fateh Singh Market,JAIPUR,RAJASTHAN,"A-12, opp. Rajputana sheraton, Railway station, Fateh Singh Market, Gopalbari, Jaipur, Rajasthan 302001",2126,Hotel Allwin International,"Plot No. 12, Fateh Singh Market, Ear Railway Station, Jaipur 302007 Jaipur"
6988,6989,BC101911008543,false,3348,Shades Skin & Hair Care Tonk Phatak,JAIPUR,RAJASTHAN,"S-91, Barkat Nagar Rd, Joshi Colony, Barkat Nagar, Tonk Phatak, Jaipur, Rajasthan 302015",1358,Shades Skin & Hair Care,"586, Lane No. 11, Uday Marg, Rajapark  Jaipur, 302004"
6989,6990,BC101911009414,false,5296,Cafe Coffee Day Near Sahu Cinema,LUCKNOW,UTTAR PRADESH,"Shop No 13, Ground Floor, Novelity Cinema, Lalbagh Chowk, Lalbagh Chowk, Lucknow, Uttar Pradesh 226001",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
6990,6991,BC101911003540,false,,,,,,,,
6991,6992,BC101911007202,false,2972,PTC Budget Bazaar Sector 21,CHANDIGARH,PUNJAB,"DSS 185 Sector 21 Panchkula",1343,PTC Budget Bazaar,"Shop Num 12-13 Block C Vip Road Zirakpur"
6992,6993,BC101911006979,false,1777,Krishna Sports Gopal Pura Bypass,JAIPUR,RAJASTHAN,"Plot No 3/3A,Ground Floor Surya Nagar, Gopalpura Bypass Rd, near Mahesh Nagar Thana, Chhayadip Nagar, Shri Gopal Nagar, Gopal Pura Mode, Jaipur, Rajasthan 302015, India",537,Krishna Sports,"Plot no-3/3A,Ground Floor Surya Nagar,Near Mahesh Nagar Thana, Gopal pura bypass, Jaipur"
6993,6994,BC101911006978,false,5289,London Bakes Picnic Spot Road,LUCKNOW,UTTAR PRADESH,"Arif Chambers -1, Kapoorthala Road, Kapoorthla, Sector A, Chandralok, Lucknow, Uttar Pradesh 226024",2904,London Bakes,"Arif Chambers -1, Kapoorthala Road, Kapoorthla, Sector A, Chandralok"
6994,6995,BC101911009392,false,4837,Nai Salon Shiv Shakti Paradise,JAIPUR,RAJASTHAN,"G - 38, Shiv Shakti Paradise, Central Spine, Vidyadhar Nagar, Jaipur",2523,Nai Salon,"G - 38, Shiv Shakti Paradise, Central Spine, Vidyadhar Nagar, Jaipur"
6995,6996,BC101911009413,false,,,,,,,,
6996,6997,BC101911007229,true,4433,Hotel Wasat Dhakoli,CHANDIGARH,PUNJAB,"52-53, Old Ambala Rd, Guru Nanak Enclave, Dhakoli, Zirakpur, Punjab 160104",2234,Hotel Wasat,"Sco 52-53, Gurunanak Enclave Dhakoli Chandigarh"
6997,6998,BC101911007211,false,,,,,,,,
6998,6999,BC101911009592,false,5149,Lovely Beauty Salon Sco-206,CHANDIGARH,PUNJAB,"Sco-206, Sector-35 D, Chandigarh",2781,Lovely Beauty Salon,"Sco-206, Sector-35 D, Chandigarh"
6999,7000,BC101911006976,false,2733,Windshield Glass Experts Lalkothi,JAIPUR,RAJASTHAN,"8,Kuber Shopping complex, Opp. Police HQ, Lalkothi, Jaipur",1141,Windshield Glass Experts,"8,Kuber Shopping complex, Opp. Police HQ, Lalkothi, Jaipur"
7000,7001,BC101911010355,false,,,,,,,,
7001,7002,BC101911009094,false,6888,S R Plus International Near Vishal Mega Mart Alambagh,LUCKNOW,UTTAR PRADESH,"551Jha, 32B-C, Kanpur - Lucknow Rd, Ram Nagar, Alambagh, Lucknow, Uttar Pradesh 226005, India",2241,S R Plus International,"GF Shop No. 2 Shiva Complex Lucknow"
7002,7003,BC101911007721,false,,,,,,,,
7003,7004,BC101911007714,false,2749,P-Esthetico Clinic Vaishali Nagar,JAIPUR,RAJASTHAN,"B-114, Opposite Bright Land Girls School, Vaishali Marg , Vaishli Nagar, Jaipur",1159,P-Esthetico Clinic,"B-114, Opposite Bright Land Girls School, Vaishali Marg , Vaishli Nagar, Jaipur"
7004,7005,BC101911008506,false,,,,,,,,
7005,7006,BC101911007718,false,3353,Astel Systems Tonk Road,JAIPUR,RAJASTHAN,"C 7, Tonk Road, Gandhi Nagar, Jaipur, Rajasthan 302015",1578,Astel Systems,"c-7, gandhi nagar moad, Tonk road , jaipur"
7006,7007,BC101911006911,false,4836,Thikana Cafe Aashirwad Complex,JAIPUR,RAJASTHAN,"G -3-4, Aashirwad Complex, Central Spine, Behind Biyani College, Jaipur",2522,Thikana Cafe,"G -3-4, Aashirwad Complex, Central Spine, Behind Biyani College, Jaipur"
7007,7008,BC101911006907,false,2980,Virat Sales Tonk Road,JAIPUR,RAJASTHAN,"13, Ojha Ji Ka Bhag, Opp. Post Office, Tonk Rd, Gandhi Nagar Mode, Rajasthan 302015",1349,Virat Sales,"13/ Ojha Ji Ka Bagh. Near Gandhi Nagar Moad Tonk Road, Jaipur- 302015"
7008,7009,BC101911009533,false,,,,,,,,
7009,7010,BC101911008026,false,,,,,,,,
7010,7011,BC101911009364,true,4646,Madhurima Sweets Near Patrakar Puram Circle,LUCKNOW,UTTAR PRADESH,"Madhurima Sweets – Vinay Khand, Lucknow",2428,Madhurima Sweets,"Madhurima Sweets Vinay Khand-3 Lucknow"
7011,7012,BC101911006908,true,3356,Spandan Hair & Beauty Bapu Nagar,JAIPUR,RAJASTHAN,"B-72, Dd Tower, Rajjendra Marg, Bapu Nagar, Jaipur - 302015, Near Janta Store Circle",1581,Spandan Hair & Beauty,"b,72. DD Tower , Bapu Nagar, Near janta Store, Jaipur"
7012,7013,BC101911008031,false,,,,,,,,
7013,7014,BC101911007519,false,2748,Shree Ji Medical & Provision Store Shyam Nagar,JAIPUR,RAJASTHAN,"Plot No A -158, Near K S Ford, New Sanganer Road, Shyam Nagar, Jaipur, Rajasthan 302019",1158,Shree Ji Medical & Provision Store,",Near K. S Ford Show room.  Shyam Nagar, New Sanganer Road, Jaipur"
7014,7015,BC101911008033,false,,,,,,,,
7015,7016,BC101911007503,false,,,,,,,,
7016,7017,BC101911008853,false,6500,Jaipur Kurti The Metropolitan Mall,JAIPUR,RAJASTHAN,"The Metropolitan Mall, Ff16\ 22 Godam ,",3691,Jaipur Kurti,"G/13, kartarpura Industrial Area, 22 Godown,"
7017,7018,BC101911008028,false,,,,,,,,
7018,7019,BC101911008849,false,,,,,,,,
7019,7020,BC101911007767,false,3585,Kavyansh Communication Peer Baba Road,CHANDIGARH,PUNJAB,"Shop No. 15 Peer Baba Road Opp Bhawanai Jewellers Baltana Chandigarh",1757,Kavyansh Communication,"Shop No. 15 Peer Baba Road Opp Bhawanai Jewellers Baltana Chandigarh"
7020,7021,BC101911007764,false,4834,Hotel Airport View Shreenath Colony,JAIPUR,RAJASTHAN,"Plot No. 37, Shreenath Colony 26 Opp. Sanganer Airport Side, Tonk Road, Jaipur",2520,Hotel Airport View,"Plot No. 37, Shreenath Colony 26 Opp. Sanganer Airport Side, Tonk Road, Jaipur"
7021,7022,BC101911008958,false,4365,Satayam Narayan Singh Circle,JAIPUR,RAJASTHAN,"The Kanota Courtyard, Hotel Narain Niwas, Narayan Singh Circle Jaipur",2149,Satayam,"The Kanota Courtyard, Hotel Narain Niwas, Narayan Singh Circle Jaipur"
7022,7023,BC101911007800,false,4437,Maan Town Behind Tamanna Tower,JAIPUR,RAJASTHAN,"Plot No 206, Behind Tamanna Tower, Nemi Nagar Vistar, Vaishali Nagar Jaipur",2238,Maan Town,"Plot No 206, Behind Tamanna Tower, Nemi Nagar Vistar, Vaishali Nagar Jaipur"
7023,7024,BC101911007513,false,3962,GVD Soni's Cafe Balaji Tower,JAIPUR,RAJASTHAN,"Shop G 2, Balaji Tower, Near Akshay Patra, Jagatpura, Jaipur",1937,GVD Soni's Cafe,"Shop No. 2, JDA Shopping Center, Malviya Nagar Jaipur"
7024,7025,BC101911008143,false,3584,Hari Om Communication Modern Enclave,CHANDIGARH,PUNJAB,"Shop No. 27 Main Matket Modern Enclave Baltana Zirakpur Chandigarh",1756,Hari Om Communication,"Shop No. 27 Main Matket Modern Enclave Baltana Zirakpur Chandigarh"
7025,7026,BC101911008115,false,,,,,,,,
7026,7027,BC101911007581,false,4838,Dance House Studio Mall Road,JAIPUR,RAJASTHAN,"Plot No. 144, 1st Floor, Mall Road, Near Shyam Paneer, Jaipur",2524,Dance House Studio,"Plot No. 144, 1st Floor, Mall Road, Near Shyam Paneer, Jaipur"
7027,7028,BC101911007624,true,,,,,,,,
7028,7029,BC101911007593,false,,,,,,,,
7029,7030,BC101911007429,true,1576,Modern Look Unisex Saloon Panchkula,CHANDIGARH,PUNJAB,"DSS- 191, Sector 21, Panchkula - 134112, Near Front Market",451,Modern Look Unisex Salon,"dss 191, ground floor, sector 21, panchkula."
7030,7031,BC101911007393,false,3787,Shree Ashoka Medical & General Store Tara Nagar C,null,null,"Shop No 01, Plot No 02 Tara Nagar C, Khirni Phatak Road, Jhotwara, jaipur - 302012",1868,Shree Ashoka Medical & General Store,"Plot No -2, Tara Nagar C, Khirni Phatak, Jhotwara, Jaipur 302012 Jaipur"
7031,7032,BC101911003557,false,4440,S R Plus International Shiva Complex,LUCKNOW,UTTAR PRADESH,"Shop No. 2, Ground Floor, Shiva Cimplex, Near Odean Cinema, Cantonment Rd, opp. Leela Hotel, Burlington, Lucknow, Uttar Pradesh 226001",2241,S R Plus International,"GF Shop No. 2 Shiva Complex Lucknow"
7032,7033,BC101911008646,false,2755,Vishwakarma Car Care New Sanganer Road,JAIPUR,RAJASTHAN,"F-1, Shyam Path Corner, New Sanganer Rd, opp. Reliance Fresh, Jaipur, Rajasthan 302019",1164,Vishwakarma Car Care,"F-1, Shyam Path Corner, New Sanganer Rd, opp. Reliance Fresh, Jaipur, Rajasthan 302019"
7033,7034,BC101911008492,false,,,,,,,,
7034,7035,BC101911008495,false,4615,Shree Krishnam Group Civil Lines,JAIPUR,RAJASTHAN,"House No. 2 Barwada House Colony, Civil Lines, Ajmer Road Jaipur",2356,Shree Krishnam Group,"House No. 2 Barwada House Colony, Civil Lines, Ajmer Road Jaipur"
7035,7036,BC101911007567,false,2731,Publiq - Club Kitchen,JAIPUR,RAJASTHAN,"3rd Floor, Sunny Trade Center Mall, Near New Atish Market, Mansarovar.",1139,Publiq - Club Kitchen,"3rd floor, Sunny Trade centre, new atish market, Jaipur"
7036,7037,BC101911007770,true,5079,Suroor Restaurant  & Beer Bar Ajmer Road,JAIPUR,RAJASTHAN,"Suroor Restro Bar Near Elements Mall, Vidhyut Nagar, Ajmer Road, Jaipur",2714,Suroor Restaurant & Beer Bar,"Near Elements Mall, Vidhyut Nagar, Ajmer Road, Jaipur"
7037,7038,BC101911007830,false,4937,Koffeure Lounge & Salon Gomti Nagar,LUCKNOW,UTTAR PRADESH,"26, Rohtas Presidential Arcade,, Gomti Nagar, Lucknow, Uttar Pradesh 226010",2608,Koffeure Lounge & Salon,"Shop no.26 Rohtas Presidetial Arcade Lucknow"
7038,7039,BC101911007833,false,5082,Sri Sri Plywood Home & Hardware Opposite New Atish Market,JAIPUR,RAJASTHAN,"14/247, Main Shipra Path Road, Opp. Atish Market, Mansarovar Jaipur",2717,Sri Sri Plywood Home & Hardware,"14/247, Main Shipra Path Road, Opp. Atish Market, Mansarovar Jaipur"
7039,7040,BC101911003681,false,3788,Ipuro Foods Tarun Complex,JAIPUR,RAJASTHAN,"Shop No 11.12, Tarun Complex, Panchawala, Sirsi Road, Jaipur, 302034 Jaipur",1869,Ipuro Foods,"Shop No 11.12, Tarun Complex, Panchawala, Sirsi Road, Jaipur, 302034 Jaipur"
